source_id,source,tf_id,restaurant_url,restaurant_name,latitude,longitude,address,street,house_number,postal_code,city,rating,review_count,has_rating,has_review_count,low_review,avg_price_eur,discount_pct,has_discount,cuisines,dietary_options,has_hours,photo_count,has_reviews,sample_size,sample_avg_rating,rating_sample_divergent,flags
da-te-bistrot-r831561,thefork,831561,https://www.thefork.it/ristorante/da-te-bistrot-r831561,Da Te Bistrot,45.4806308,9.1887689,"Viale Monte Grappa, 7, Milano, 20121, Italia",Viale Monte Grappa,7,20121,Milano,9.3,55,1,1,0,29,,0,['Italiano'],[],1,13,1,5,8.1,1,['rating_sample_divergent']
da-trap-r818225,thefork,818225,https://www.thefork.it/ristorante/da-trap-r818225,Da Trap,45.4503065,9.1512304,"Via Leone Tolstoi, 9, Milano, 20146, Italia",Via Leone Tolstoi,9,20146,Milano,9.1,190,1,1,0,24,20,1,"['Cucina locale', 'Di Pesce', 'Italiano', 'Mediterraneo', 'Milanese', 'Europeo', 'Lombardo']","['gluten_free', 'vegetarian']",1,15,1,5,10.0,0,[]
daje-cucina-romana-r541715,thefork,541715,https://www.thefork.it/ristorante/daje-cucina-romana-r541715,Daje! cucina romana,45.4856618,9.155984,"Via Ruggero di Lauria, 5, Milano, 20149, Italia",Via Ruggero di Lauria,5,20149,Milano,8.9,992,1,1,0,28,,0,['Italiano'],[],1,62,1,5,7.5,1,['rating_sample_divergent']
dal-vinattiere-r201121,thefork,201121,https://www.thefork.it/ristorante/dal-vinattiere-r201121,Dal Vinattiere,45.4577267,9.207278,"Via Cadore 30, Milano, 20135, Italia",Via Cadore 30,,20135,Milano,9.6,341,1,1,0,30,20,1,['Cucina internazionale'],"['gluten_free', 'vegetarian']",1,16,1,5,9.3,0,[]
damaschino-r856637,thefork,856637,https://www.thefork.it/ristorante/damaschino-r856637,Damaschino,45.49228790000001,9.2272225,"Via Giorgio Chavez, 4, Milano, 20131, Italia",Via Giorgio Chavez,4,20131,Milano,8.7,91,1,1,0,27,20,1,['Italiano'],[],0,40,1,5,9.6,0,[]
damaschino-red-roast-r738174,thefork,738174,https://www.thefork.it/ristorante/damaschino-red-roast-r738174,Damaschino Red Roast,45.4968699,9.2364851,"Via Palmanova, 67, Milano, 20132, Italia",Via Palmanova,67,20132,Milano,8.6,464,1,1,0,18,20,1,['Cucina internazionale'],[],1,49,1,5,9.6,0,[]
darna-r822257,thefork,822257,https://www.thefork.it/ristorante/darna-r822257,Darna,45.49171909999999,9.1954979,"Viale Nazario Sauro, 9, Milano, 20124, Italia",Viale Nazario Sauro,9,20124,Milano,9.3,637,1,1,0,20,30,1,"['Libanese', 'Orientale']",['vegetarian'],1,15,1,5,9.6,0,[]
dasein-pane-champagne-r649965,thefork,649965,https://www.thefork.it/ristorante/dasein-pane-champagne-r649965,Dasein Pane & Champagne,45.476524,9.2026319,"Via Lodovico Settala, 2N01, Milano, 20124, Italia",Via Lodovico Settala,2N01,20124,Milano,8.3,18,1,1,0,28,30,1,"['Italiano', 'Europeo']","['gluten_free', 'organic', 'vegan']",1,15,1,5,8.3,0,[]
dav-by-da-vittorio-louis-vuitton-r838260,thefork,838260,https://www.thefork.it/ristorante/dav-by-da-vittorio-louis-vuitton-r838260,DaV by Da Vittorio Louis Vuitton,45.4673539,9.1968886,"Via Bagutta, 1, Milano, 20121, Italia",Via Bagutta,1,20121,Milano,9.4,325,1,1,0,140,,0,[],[],0,37,1,5,10.0,0,[]
dav-milano-by-da-vittorio-r734840,thefork,734840,https://www.thefork.it/ristorante/dav-milano-by-da-vittorio-r734840,DaV Milano by Da Vittorio,45.4778299,9.1551927,"Piazza Tre Torri, 3, Milano, 20145, Italia",Piazza Tre Torri,3,20145,Milano,9.3,1340,1,1,0,80,,0,['Italiano'],[],1,37,1,5,9.4,0,[]
dawat-milano-r61583,thefork,61583,https://www.thefork.it/ristorante/dawat-milano-r61583,Dawat Milano,45.4860545,9.1595804,"Corso Sempione, 88, Milano, Italia, Milano, 20154, Italia",Corso Sempione,88,20154,Milano,9.0,6407,1,1,0,21,20,1,"['Indiano', 'Asiatico']","['gluten_free', 'vegan', 'vegetarian']",1,15,1,5,9.1,0,[]
del-ponte-r703655,thefork,703655,https://www.thefork.it/ristorante/del-ponte-r703655,Del Ponte,45.4481083,9.2161577,"Via Pier Candido Decembrio, 26, Milano, 20137, Italia",Via Pier Candido Decembrio,26,20137,Milano,9.1,1177,1,1,0,30,20,1,['Mediterraneo'],"['gluten_free', 'vegan', 'vegetarian']",1,15,1,5,9.8,0,[]
desco-milano-r858120,thefork,858120,https://www.thefork.it/ristorante/desco-milano-r858120,Desco Milano,45.4661298,9.1865513,"Via Bassano Porrone, 8, Milano, 20121, Italia",Via Bassano Porrone,8,20121,Milano,6.4,8,1,1,1,25,,1,"['Cucina locale', 'Di Carne', 'Di Pesce', 'Italiano', 'Mediterraneo', 'Europeo']","['vegan', 'vegetarian']",0,15,1,1,8.0,1,"['low_review', 'rating_sample_divergent']"
dimsum-lu-r832691,thefork,832691,https://www.thefork.it/ristorante/dimsum-lu-r832691,DimSum LU,45.4733197,9.216115799999999,"Via Degli Scipioni, 7, Milano, 20129, Italia",Via Degli Scipioni,7,20129,Milano,9.5,262,1,1,0,18,20,1,"['Cinese', 'Asiatico']",['vegetarian'],1,15,1,5,9.8,0,[]
divina-piadina-piada-bistrot-r483549,thefork,483549,https://www.thefork.it/ristorante/divina-piadina-piada-bistrot-r483549,Divina Piadina - piada Bistrot,45.4767864,9.2166754,"Viale Abruzzi, 21, Milano, 20131, Italia",Viale Abruzzi,21,20131,Milano,9.1,335,1,1,0,15,30,1,"['Cucina locale', 'Italiano', 'Europeo']",[],1,16,1,5,9.5,0,[]
dodoo-ramen-a-mano-pho-r857779,thefork,857779,https://www.thefork.it/ristorante/dodoo-ramen-a-mano-pho-r857779,Dodoo Ramen a mano & Pho兰州牛肉面,45.4879855,9.1899749,"Via Garigliano, 6, Milano, 20159, Italia",Via Garigliano,6,20159,Milano,9.2,34,1,1,0,21,,0,['Asiatico'],[],0,16,1,5,9.2,0,[]
domenica-bistrot-r755518,thefork,755518,https://www.thefork.it/ristorante/domenica-bistrot-r755518,Domenica Bistrot,45.4503962,9.1778607,"Via Ascanio Sforza, 7, Milano, 20136, Italia",Via Ascanio Sforza,7,20136,Milano,8.3,65,1,1,0,30,20,1,['Cucina locale'],[],1,17,1,5,7.0,1,['rating_sample_divergent']
domus-garden-club-r856858,thefork,856858,https://www.thefork.it/ristorante/domus-garden-club-r856858,DOMUS Garden Club,45.4805489,9.1294656,"Piazzale dello Sport, 6, Milano, 20148, Italia",Piazzale dello Sport,6,20148,Milano,9.6,24,1,1,0,48,30,1,"['Italiano', 'Mediterraneo', 'Pizzeria', 'Romano', 'Europeo']","['gluten_free', 'vegan', 'vegetarian']",0,15,1,5,9.8,0,[]
don-carlos-r53527,thefork,53527,https://www.thefork.it/ristorante/don-carlos-r53527,Don Carlos,45.46996,9.19253,"Via Manzoni, 29, Milano, 20121, Italia",Via Manzoni,29,20121,Milano,9.4,291,1,1,0,95,20,1,['Mediterraneo'],"['gluten_free', 'vegetarian']",1,15,1,5,8.6,0,[]
don-julio-r815328,thefork,815328,https://www.thefork.it/ristorante/don-julio-r815328,Don Julio,45.4626257,9.217637999999999,"Piazza Emilia, 4, Milano, 20129, Italia",Piazza Emilia,4,20129,Milano,9.5,350,1,1,0,40,20,1,"['Argentino', 'Sudamericano']",[],1,18,1,5,9.9,0,[]
don-lisander-r54724,thefork,54724,https://www.thefork.it/ristorante/don-lisander-r54724,Don Lisander,45.46892,9.19162,"via manzoni, 12/a, Milano, 20121, Italia",via manzoni,12/a,20121,Milano,9.0,726,1,1,0,65,20,1,"['Milanese', 'Lombardo']",['vegetarian'],1,17,1,5,9.7,0,[]
don-raffaele-r47608,thefork,47608,https://www.thefork.it/ristorante/don-raffaele-r47608,Don Raffaele,45.4589,9.15437,"Via Roncaglia 3, Milano, 20146, Italia",Via Roncaglia 3,,20146,Milano,9.1,4101,1,1,0,25,,0,['Pizzeria'],[],1,41,1,5,9.2,0,[]
don-vince-vincenzo-capuano-milano-r839697,thefork,839697,https://www.thefork.it/ristorante/don-vince-vincenzo-capuano-milano-r839697,Don Vincè- Vincenzo Capuano Milano,45.4826108,9.1756592,"Via Messina, 10 e/o Via Aristotele Fioravanti, 18, Milano, 20154, Italia",Via Messina,10 e/o Via Aristotele Fioravanti,20154,Milano,8.9,1421,1,1,0,20,20,1,['Italiano'],[],0,41,1,5,8.8,0,[]
donna-caterina-r809812,thefork,809812,https://www.thefork.it/ristorante/donna-caterina-r809812,Donna Caterina,45.4584221,9.210512099999999,"Via Emilio Morosini, 26, Milano, 20135, Italia",Via Emilio Morosini,26,20135,Milano,9.0,3902,1,1,0,40,30,1,"['Di Pesce', 'Mediterraneo']","['gluten_free', 'vegan', 'vegetarian']",1,16,1,5,9.1,0,[]
dot-chianti-street-food-r358179,thefork,358179,https://www.thefork.it/ristorante/dot-chianti-street-food-r358179,DOT Chianti Street Food,45.4548896,9.198501,"Via Orti, 1, Milano, 20122, Italia",Via Orti,1,20122,Milano,9.4,250,1,1,0,30,20,1,"['Toscano', 'Di Carne']","['gluten_free', 'organic', 'vegetarian']",0,16,1,5,9.2,0,[]
dou-asian-passion-r738881,thefork,738881,https://www.thefork.it/ristorante/dou-asian-passion-r738881,Dou Asian Passion,45.4526361,9.1550926,"Piazza Napoli, 25, Milano, 20146, Italia",Piazza Napoli,25,20146,Milano,9.1,842,1,1,0,20,30,1,['Asiatico'],[],1,15,1,5,9.6,0,[]
drinkiamo-bistrot-r801007,thefork,801007,https://www.thefork.it/ristorante/drinkiamo-bistrot-r801007,Drinkiamo Bistrot,45.4417716,9.1736405,"Via Imperia, 13, Milano, 20142, Italia",Via Imperia,13,20142,Milano,9.4,1089,1,1,0,15,30,1,"['Americano', 'Italiano', 'Europeo']",['vegetarian'],1,17,1,5,8.4,0,[]
dry-aged-r218627,thefork,218627,https://www.thefork.it/ristorante/dry-aged-r218627,Dry Aged,45.4568432,9.1738367,"Via Cesare da Sesto, 1, Milano, 20123, Italia",Via Cesare da Sesto,1,20123,Milano,9.3,2550,1,1,0,50,20,1,"['Cucina locale', 'Di Carne', 'Italiano', 'Lombardo', 'Milanese', 'Steakhouse', 'Europeo']",['gluten_free'],1,14,1,5,10.0,0,[]
du-lab-r507879,thefork,507879,https://www.thefork.it/ristorante/du-lab-r507879,Du Lab,45.4974669,9.182407099999999,"Viale Edoardo Jenner, 16, Milano, 20159, Italia",Viale Edoardo Jenner,16,20159,Milano,9.0,1429,1,1,0,30,50,1,['Asiatico'],[],1,33,1,5,9.0,0,[]
due-tradizioni-via-borsi-r737342,thefork,737342,https://www.thefork.it/ristorante/due-tradizioni-via-borsi-r737342,Due Tradizioni - Via Borsi,45.4472943,9.1767307,"Via Giosuè Borsi, 1, Milano, 20143, Italia",Via Giosuè Borsi,1,20143,Milano,9.1,1290,1,1,0,15,,0,['Italiano'],[],0,39,1,5,7.7,1,['rating_sample_divergent']
due-tradizioni-via-solari-r853021,thefork,853021,https://www.thefork.it/ristorante/due-tradizioni-via-solari-r853021,Due Tradizioni - Via Solari,45.4534837,9.158017599999999,"Via Andrea Solari, 39, Milano, 20144, Italia",Via Andrea Solari,39,20144,Milano,8.9,271,1,1,0,22,,0,['Italiano'],[],0,34,1,5,8.7,0,[]
dumpling-mywei-ticinese-r804880,thefork,804880,https://www.thefork.it/ristorante/dumpling-mywei-ticinese-r804880,Dumpling Mywèi Ticinese,45.4591375,9.1809355,"Corso di Porta Ticinese, 14, Milano, 20123, Italia",Corso di Porta Ticinese,14,20123,Milano,8.7,466,1,1,0,12,30,1,"['Cinese', 'Asiatico']",['vegetarian'],1,16,1,5,9.0,0,[]
duo-rice-r738888,thefork,738888,https://www.thefork.it/ristorante/duo-rice-r738888,Duo Rice,45.4526361,9.1550926,"Piazza Napoli, 25, Milano, 20146, Italia",Piazza Napoli,25,20146,Milano,9.4,780,1,1,0,30,,0,['Giapponese'],[],1,53,1,5,9.9,0,[]
dvca-r830411,thefork,830411,https://www.thefork.it/ristorante/dvca-r830411,Dvca,45.4682961,9.184126,"Via Rovello, 18, Milano, 20121, Italia",Via Rovello,18,20121,Milano,9.2,107,1,1,0,53,20,1,"['Cucina internazionale', 'Di Carne', 'Di Pesce', 'Italiano', 'Milanese', 'Europeo', 'Lombardo']",['vegetarian'],1,13,1,5,9.3,0,[]
eataly-milano-smeraldo-food-pizza-theatre-r819477,thefork,819477,https://www.thefork.it/ristorante/eataly-milano-smeraldo-food-pizza-theatre-r819477,Eataly Milano Smeraldo - Food & Pizza Theatre,45.4805661,9.1881047,"P.za XXV Aprile, 10, Milano, 20124, Italia",P.za XXV Aprile,10,20124,Milano,8.6,1028,1,1,0,25,20,1,['Di Carne'],[],1,43,1,5,7.6,0,[]
ebramo-r801670,thefork,801670,https://www.thefork.it/ristorante/ebramo-r801670,Ebramo,45.4931788,9.148379199999999,"Via Tavazzano, 10, Milano, 20155, Italia",Via Tavazzano,10,20155,Milano,9.4,80,1,1,0,21,30,1,"['Italiano', 'Mediterraneo', 'Pizzeria', 'Europeo']",['vegetarian'],1,16,1,5,9.1,0,[]
ecooking-bistrot-corso-italia-r857895,thefork,857895,https://www.thefork.it/ristorante/ecooking-bistrot-corso-italia-r857895,Ecooking Bistrot Corso Italia,45.4562126,9.1872737,"Corso Italia, 40, Milano, 20122, Italia",Corso Italia,40,20122,Milano,8.9,11,1,1,0,37,20,1,"['Italiano', 'Europeo']",[],0,14,1,4,8.62,0,[]
eimi-sushi-r384339,thefork,384339,https://www.thefork.it/ristorante/eimi-sushi-r384339,EIMI Sushi,45.4483485,9.2089205,"Corso Lodi, 35, Milano, 20135, Italia",Corso Lodi,35,20135,Milano,9.2,4726,1,1,0,30,20,1,['Fusion'],['vegetarian'],1,16,1,5,10.0,0,[]
el-buscia-r836306,thefork,836306,https://www.thefork.it/ristorante/el-buscia-r836306,El Büscia,45.45176409999999,9.1961889,"V.le Beatrice d'Este, 48, Milano, 20122, Italia",V.le Beatrice d'Este,48,20122,Milano,8.4,25,1,1,0,16,30,1,['Italiano'],[],0,8,1,5,7.8,0,[]
el-cadreghin-r77411,thefork,77411,https://www.thefork.it/ristorante/el-cadreghin-r77411,El Cadreghin,45.51022859999999,9.2421141,"Via del Ricordo, 30, Milano, 20128, Italia",Via del Ricordo,30,20128,Milano,8.9,2539,1,1,0,30,30,1,['Europeo'],[],1,15,1,5,9.6,0,[]
el-dogo-r819534,thefork,819534,https://www.thefork.it/ristorante/el-dogo-r819534,El Dogo,45.4936348,9.2162229,"Via Nicola D'Apulia, 4, Milano, 20125, Italia",Via Nicola D'Apulia,4,20125,Milano,9.5,175,1,1,0,27,,0,['Argentino'],[],0,64,1,5,10.0,0,[]
el-jadida-milano-r626839,thefork,626839,https://www.thefork.it/ristorante/el-jadida-milano-r626839,El Jadida Milano,45.4417727,9.1881185,"Via Carlo Bazzi, 47, Milano, 20141, Italia",Via Carlo Bazzi,47,20141,Milano,8.2,384,1,1,0,50,25,1,['Libanese'],[],1,31,1,5,8.7,0,[]
el-patio-del-gaucho-javier-zanetti-r526025,thefork,526025,https://www.thefork.it/ristorante/el-patio-del-gaucho-javier-zanetti-r526025,"El Patio Del Gaucho, Javier Zanetti",45.4774773,9.1011959,"Via Caldera, 3, Milano, 20153, Italia",Via Caldera,3,20153,Milano,9.5,1631,1,1,0,60,,0,['Argentino'],[],1,66,1,5,9.6,0,[]
el-peca-r472939,thefork,472939,https://www.thefork.it/ristorante/el-peca-r472939,El Pecà,45.454929,9.1990193,"Via Orti, 7, Milano, 20122, Italia",Via Orti,7,20122,Milano,9.3,2875,1,1,0,45,50,1,['Di Pesce'],['gluten_free'],1,15,1,5,9.8,0,[]
el-porteno-darsena-r755965,thefork,755965,https://www.thefork.it/ristorante/el-porteno-darsena-r755965,El Porteño Darsena,45.4527259,9.1847354,"Viale Gian Galeazzo, 25, Milano, 20136, Italia",Viale Gian Galeazzo,25,20136,Milano,9.4,704,1,1,0,70,30,1,"['Argentino', 'Di Carne', 'Sudamericano']",['vegetarian'],1,16,1,5,8.1,1,['rating_sample_divergent']
el-porteno-gourmet-r581055,thefork,581055,https://www.thefork.it/ristorante/el-porteno-gourmet-r581055,El Porteño Gourmet,45.4629642,9.1880936,"Via Speronari, 4, Milano, 20123, Italia",Via Speronari,4,20123,Milano,9.1,1829,1,1,0,70,,0,['Argentino'],[],1,35,1,5,9.5,0,[]
el-tombon-de-san-marc-r739824,thefork,739824,https://www.thefork.it/ristorante/el-tombon-de-san-marc-r739824,El Tombon de San Marc,45.4753735,9.1887684,"Via S. Marco, 20, Milano, 20121, Italia",Via S. Marco,20,20121,Milano,9.0,794,1,1,0,45,30,1,"['Italiano', 'Europeo']",[],1,12,1,5,8.7,0,[]
elisir-r844359,thefork,844359,https://www.thefork.it/ristorante/elisir-r844359,Elisir,45.479149,9.2100738,"Galleria Buenos Aires, 3, Milano, 20124, Italia",Galleria Buenos Aires,3,20124,Milano,,,0,0,0,26,,0,['Italiano'],[],0,20,0,0,,0,"['no_rating', 'missing_review_count']"
emipiace-r833162,thefork,833162,https://www.thefork.it/ristorante/emipiace-r833162,Emipiace,45.4559033,9.2043574,"Viale Monte Nero, 25, Milano, 20135, Italia",Viale Monte Nero,25,20135,Milano,8.8,338,1,1,0,17,30,1,"['Emiliano', 'Europeo', 'Italiano']",['vegetarian'],1,15,1,5,9.4,0,[]
enomalico-r832540,thefork,832540,https://www.thefork.it/ristorante/enomalico-r832540,Enomalico,45.4830391,9.1688963,"Via Giulio Cesare Procaccini, 44, Milano, 20154, Italia",Via Giulio Cesare Procaccini,44,20154,Milano,8.9,289,1,1,0,25,,0,['Italiano'],[],1,54,1,5,8.7,0,[]
enoteca-con-cucina-di-pesce-r60079,thefork,60079,https://www.thefork.it/ristorante/enoteca-con-cucina-di-pesce-r60079,Enoteca con Cucina di Pesce,45.4829886,9.1982197,"Via Gustavo Fara, 14, Milano, 20124, Italia",Via Gustavo Fara,14,20124,Milano,8.6,3535,1,1,0,30,50,1,['Di Pesce'],[],1,15,1,5,9.8,1,['rating_sample_divergent']
enoteca-di-mare-bistrot-mare-in-pasta-r209161,thefork,209161,https://www.thefork.it/ristorante/enoteca-di-mare-bistrot-mare-in-pasta-r209161,Enoteca di Mare Bistrot - Mare in Pasta,45.4948132,9.1871117,"Via Luigi Federico Menabrea, 12, Milano, 20159, Italia",Via Luigi Federico Menabrea,12,20159,Milano,9.2,4344,1,1,0,50,20,1,['Di Pesce'],"['gluten_free', 'vegetarian']",1,16,1,5,8.8,0,[]
enoteca-marcovino-r825386,thefork,825386,https://www.thefork.it/ristorante/enoteca-marcovino-r825386,Enoteca Marcovino,45.4714773,9.2218614,"Via Gian Battista Tiepolo, 50, Milano, 20129, Italia",Via Gian Battista Tiepolo,50,20129,Milano,9.0,96,1,1,0,14,30,1,"['Italiano', 'Europeo']",['vegetarian'],1,17,1,5,8.8,0,[]
enoteca-ricerca-vini-r390911,thefork,390911,https://www.thefork.it/ristorante/enoteca-ricerca-vini-r390911,Enoteca Ricerca Vini,45.469313,9.171092,"Via Vincenzo Monti, 33, Milano, 20123, Italia",Via Vincenzo Monti,33,20123,Milano,9.5,110,1,1,0,30,20,1,"['Cucina locale', 'Italiano', 'Europeo']","['gluten_free', 'vegetarian']",1,12,1,5,9.7,0,[]
entree-r201043,thefork,201043,https://www.thefork.it/ristorante/entree-r201043,Entrée,45.4423834,9.1337931,"Via Lodovico Il Moro, 133, Milano, 20142, Italia",Via Lodovico Il Moro,133,20142,Milano,9.6,631,1,1,0,40,20,1,['Mediterraneo'],['vegetarian'],1,15,1,5,9.1,0,[]
eppol-pie-r687615,thefork,687615,https://www.thefork.it/ristorante/eppol-pie-r687615,Eppol Pie,45.4762014,9.2037649,"Via Lecco, 4, Milano, 20124, Italia",Via Lecco,4,20124,Milano,8.2,366,1,1,0,30,20,1,['Europeo'],[],1,46,1,5,7.8,0,[]
eppol-r264637,thefork,264637,https://www.thefork.it/ristorante/eppol-r264637,Eppol,45.474761,9.207453,"Via Marcello Malpighi, 7, Milano, 20129, Italia",Via Marcello Malpighi,7,20129,Milano,8.6,827,1,1,0,25,,0,['Mediterraneo'],[],1,53,1,5,9.5,0,[]
estilolivre-bistrot-italo-brasiliano-r806846,thefork,806846,https://www.thefork.it/ristorante/estilolivre-bistrot-italo-brasiliano-r806846,Estilolivre Bistrot Italo Brasiliano,45.478658,9.206017899999999,"Via Lecco, 22, Milano, 20124, Italia",Via Lecco,22,20124,Milano,8.4,3890,1,1,0,20,50,1,['Brasiliano'],[],1,42,1,5,6.5,1,['rating_sample_divergent']
eugenio-boer-ristorante-bur-r584119,thefork,584119,https://www.thefork.it/ristorante/eugenio-boer-ristorante-bur-r584119,Eugenio Boer Ristorante Bu:r,45.4553556,9.1895245,"Via Giuseppe Mercalli, 22, Milano, 20122, Italia",Via Giuseppe Mercalli,22,20122,Milano,9.8,387,1,1,0,110,20,1,"['Italiano', 'Europeo']",[],1,16,1,5,9.7,0,[]
fabbrica-del-grano-r703195,thefork,703195,https://www.thefork.it/ristorante/fabbrica-del-grano-r703195,Fabbrica Del Grano,45.4739956,9.1836699,"Corso Garibaldi, 26, Milano, 20121, Italia",Corso Garibaldi,26,20121,Milano,8.8,242,1,1,0,30,,0,['Italiano'],[],1,74,1,5,9.1,0,[]
fabbrica-di-grill-viale-monza-r852493,thefork,852493,https://www.thefork.it/ristorante/fabbrica-di-grill-viale-monza-r852493,烤肉工厂·贰 Fabbrica di Grill - Viale Monza,45.5004657,9.2212268,"Viale Monza, 114, Milano, 20127, Italia",Viale Monza,114,20127,Milano,9.1,204,1,1,0,30,,0,['Coreano'],[],0,56,1,5,9.9,0,[]
famoso-fusion-r283909,thefork,283909,https://www.thefork.it/ristorante/famoso-fusion-r283909,Famoso Fusion,45.4830969,9.2173347,"Viale Abruzzi, 76, Milano, 20131, Italia",Viale Abruzzi,76,20131,Milano,9.0,869,1,1,0,25,,0,['Asiatico'],[],1,71,1,5,8.7,0,[]
fanwu-r603737,thefork,603737,https://www.thefork.it/ristorante/fanwu-r603737,Fanwu,45.4787814,9.2028212,"Viale Tunisia, 30, Milano, 20124, Italia",Viale Tunisia,30,20124,Milano,9.3,718,1,1,0,25,50,1,"['Cinese', 'Asiatico']",[],1,10,1,5,9.0,0,[]
farinella-r372553,thefork,372553,https://www.thefork.it/ristorante/farinella-r372553,Farinella,45.4680976,9.1814822,"Foro Buonaparte, 71, Milano, 20152, Italia",Foro Buonaparte,71,20152,Milano,8.5,880,1,1,0,33,30,1,['Italiano'],[],1,35,1,5,8.8,0,[]
fassushi-milano-r848870,thefork,848870,https://www.thefork.it/ristorante/fassushi-milano-r848870,Fassushi Milano,45.48274929999999,9.184961099999999,"Via Nino Bonnet, 11, Milano, 20154, Italia",Via Nino Bonnet,11,20154,Milano,9.5,174,1,1,0,30,30,1,"['Di Carne', 'Orientale', 'Piemontese', 'Europeo', 'Italiano']","['gluten_free', 'vegetarian']",0,16,1,5,9.4,0,[]
fatto-bene-burger-buonarroti-r436001,thefork,436001,https://www.thefork.it/ristorante/fatto-bene-burger-buonarroti-r436001,Fatto Bene Burger Buonarroti,45.4675932,9.1555519,"Via Michelangelo Buonarroti, 8, Milano, 20145, Italia",Via Michelangelo Buonarroti,8,20145,Milano,9.1,3576,1,1,0,22,20,1,"['Di Carne', 'Italiano', 'Europeo']",[],1,16,1,5,9.1,0,[]
fatto-bene-burger-monti-r435993,thefork,435993,https://www.thefork.it/ristorante/fatto-bene-burger-monti-r435993,Fatto Bene Burger Monti,45.4720722,9.1680928,"Via Vincenzo Monti, 56, Milano, 20123, Italia",Via Vincenzo Monti,56,20123,Milano,9.2,1878,1,1,0,22,20,1,"['Di Carne', 'Italiano', 'Europeo']",[],1,16,1,5,9.5,0,[]
felicetta-cafe-bistrot-r809630,thefork,809630,https://www.thefork.it/ristorante/felicetta-cafe-bistrot-r809630,Felicetta Cafè & Bistrot,45.4720722,9.1680928,"Via Vincenzo Monti, 56, Milano, 20123, Italia",Via Vincenzo Monti,56,20123,Milano,9.2,133,1,1,0,30,30,1,"['Di Carne', 'Di Pesce']",[],1,16,1,5,8.3,0,[]
filante-citta-studi-r659235,thefork,659235,https://www.thefork.it/ristorante/filante-citta-studi-r659235,Filante - Città Studi,45.4685238,9.2231674,"Piazzale Susa, 1, Milano, 20133, Italia",Piazzale Susa,1,20133,Milano,9.1,783,1,1,0,15,,0,['Pizzeria'],[],1,58,1,5,9.7,0,[]
filume-r860606,thefork,860606,https://www.thefork.it/ristorante/filume-r860606,Filumè,45.4529858,9.2011655,"Corso di Porta Romana, 129, Milano, 20122, Italia",Corso di Porta Romana,129,20122,Milano,7.4,21,1,1,0,21,30,1,"['Italiano', 'Europeo']",[],0,14,1,5,9.2,1,['rating_sample_divergent']
fiore-di-mare-r62029,thefork,62029,https://www.thefork.it/ristorante/fiore-di-mare-r62029,Fiore di Mare,45.4632572,9.1519008,"Via Alberico Gentili, 1, Milano, Milano, 20146, Italia",Via Alberico Gentili,1,20146,Milano,9.0,1205,1,1,0,20,20,1,['Di Pesce'],[],1,45,1,5,9.4,0,[]
fishbar-de-milan-montebello-r432699,thefork,432699,https://www.thefork.it/ristorante/fishbar-de-milan-montebello-r432699,Fishbar de Milan Montebello,45.4752888,9.1891169,"Via Montebello, 7, Milano, 20121, Italia",Via Montebello,7,20121,Milano,9.3,3564,1,1,0,35,30,1,['Di Pesce'],[],1,17,1,5,9.8,0,[]
focus-bracerie-italiane-r810618,thefork,810618,https://www.thefork.it/ristorante/focus-bracerie-italiane-r810618,Focus - Bracerie Italiane,45.4906076,9.188811500000002,"Piazzale Segrino, 5, Milano, 20159, Italia",Piazzale Segrino,5,20159,Milano,8.9,1417,1,1,0,33,30,1,['Di Carne'],[],1,15,1,5,9.0,0,[]
forno-antico-r62015,thefork,62015,https://www.thefork.it/ristorante/forno-antico-r62015,Forno antico,45.4623049,9.2328787,"Viale Corsica, 73, Milano, Italia, Milano, 20133, Italia",Viale Corsica,73,20133,Milano,9.4,86,1,1,0,18,,0,['Pizzeria'],[],1,4,1,5,9.9,0,[]
frades-milano-r817204,thefork,817204,https://www.thefork.it/ristorante/frades-milano-r817204,Frades Milano,45.4617212,9.1884015,"Via Giuseppe Mazzini, 20, Milano, 20123, Italia",Via Giuseppe Mazzini,20,20123,Milano,8.9,169,1,1,0,62,30,1,"['Di Pesce', 'Italiano', 'Mediterraneo', 'Sardo', 'Europeo']","['gluten_free', 'vegan', 'vegetarian']",1,14,1,5,9.2,0,[]
fradiavolo-milano-bicocca-r751296,thefork,751296,https://www.thefork.it/ristorante/fradiavolo-milano-bicocca-r751296,Fradiavolo - Milano Bicocca,45.5227331,9.2134293,"Viale Sarca, 232, Milano, 20126, Italia",Viale Sarca,232,20126,Milano,8.6,1033,1,1,0,19,,0,['Pizzeria'],[],1,52,1,5,7.8,0,[]
fradiavolo-milano-citylife-r751293,thefork,751293,https://www.thefork.it/ristorante/fradiavolo-milano-citylife-r751293,Fradiavolo - Milano Citylife,45.4778169,9.1565972,"Piazza Tre Torri, Milano, 20145, Italia",Piazza Tre Torri,,20145,Milano,8.5,1091,1,1,0,18,,0,['Pizzeria'],[],1,44,1,5,8.1,0,[]
fradiavolo-milano-isola-r751291,thefork,751291,https://www.thefork.it/ristorante/fradiavolo-milano-isola-r751291,Fradiavolo - Milano Isola,45.4920989,9.1889002,"Via Genova Thaon di Revel, 10, Milano, 20159, Italia",Via Genova Thaon di Revel,10,20159,Milano,8.7,1661,1,1,0,19,50,1,['Pizzeria'],[],1,45,1,5,8.3,0,[]
