source_id,source,tf_id,restaurant_url,restaurant_name,latitude,longitude,address,street,house_number,postal_code,city,rating,review_count,has_rating,has_review_count,low_review,avg_price_eur,discount_pct,has_discount,cuisines,dietary_options,has_hours,photo_count,has_reviews,sample_size,sample_avg_rating,rating_sample_divergent,flags
nn-sri-lankan-fusion-restaurant-r842648,thefork,842648,https://www.thefork.it/ristorante/nn-sri-lankan-fusion-restaurant-r842648,NN Sri Lankan Fusion Restaurant,45.4408152,9.176246899999999,"Via Silvio Spaventa, 1, Milano, 20141, Italia",Via Silvio Spaventa,1,20141,Milano,8.6,34,1,1,0,18,25,1,[],['vegetarian'],0,39,1,5,8.3,0,[]
obica-mozzarella-bar-cusani-r754503,thefork,754503,https://www.thefork.it/ristorante/obica-mozzarella-bar-cusani-r754503,Obicà Mozzarella Bar - Cusani,45.4686232,9.1849376,"Via Cusani, 1, Milano, 20121, Italia",Via Cusani,1,20121,Milano,8.6,319,1,1,0,30,20,1,"['Mediterraneo', 'Pizzeria', 'Europeo', 'Italiano']",['vegetarian'],1,15,1,5,7.7,0,[]
obica-mozzarella-bar-duomo-r626847,thefork,626847,https://www.thefork.it/ristorante/obica-mozzarella-bar-duomo-r626847,Obicà Mozzarella Bar Duomo,45.464855109743034,9.192016642327863,"Piazza del Duomo, snc - Food Hall 6° Piano - Rinascente Milano Piazza Duomo, Milano, 20121, Italia",Piazza del Duomo,,20121,Milano,8.5,635,1,1,0,35,,0,['Europeo'],[],1,50,1,5,7.8,0,[]
officina-milano-r697295,thefork,697295,https://www.thefork.it/ristorante/officina-milano-r697295,Officina Milano,45.4499815,9.1846709,"Via Giovenale, 7, Milano, 20136, Italia",Via Giovenale,7,20136,Milano,9.0,203,1,1,0,30,,0,['Italiano'],[],1,14,1,5,8.9,0,[]
old-fox-pub-r851305,thefork,851305,https://www.thefork.it/ristorante/old-fox-pub-r851305,Old Fox Pub,45.4586775,9.1705974,"Piazza Sant'Agostino, 1, Milano, 20123, Italia",Piazza Sant'Agostino,1,20123,Milano,8.5,44,1,1,0,37,30,1,"['Cucina internazionale', 'Europeo', 'Italiano']","['gluten_free', 'vegetarian']",0,17,1,5,9.4,0,[]
organic-pizza-and-food-de-castilla-r264017,thefork,264017,https://www.thefork.it/ristorante/organic-pizza-and-food-de-castilla-r264017,Organic Pizza and Food - de Castilla,45.4856704,9.192118,"Via Gaetano de Castillia, 24, Milano, 20124, Italia",Via Gaetano de Castillia,24,20124,Milano,8.9,524,1,1,0,20,20,1,"['Italiano', 'Mediterraneo', 'Pizzeria', 'Europeo']",['vegetarian'],1,23,0,0,,0,[]
organic-pizza-and-food-morigi-r354995,thefork,354995,https://www.thefork.it/ristorante/organic-pizza-and-food-morigi-r354995,Organic Pizza and Food - Morigi,45.4638768,9.1808704,"Via Morigi, 8, Milano, 20123, Italia",Via Morigi,8,20123,Milano,,,0,0,0,30,,0,['Italiano'],[],1,36,1,5,7.8,0,"['no_rating', 'missing_review_count']"
osteria-brunello-r48736,thefork,48736,https://www.thefork.it/ristorante/osteria-brunello-r48736,Osteria Brunello,45.4794591,9.1860505,"Corso Garibaldi, 117, Milano, 20121, Italia",Corso Garibaldi,117,20121,Milano,9.1,2622,1,1,0,45,30,1,"['Milanese', 'Lombardo']",[],1,15,1,5,9.9,0,[]
osteria-crespi-r848642,thefork,848642,https://www.thefork.it/ristorante/osteria-crespi-r848642,Osteria Crespi,45.4931254,9.2202714,"Via Pietro Crespi, 14, Milano, 20127, Italia",Via Pietro Crespi,14,20127,Milano,8.2,20,1,1,0,30,20,1,['Di Carne'],[],0,10,1,5,8.6,0,[]
osteria-dei-vecchi-sapori-r838474,thefork,838474,https://www.thefork.it/ristorante/osteria-dei-vecchi-sapori-r838474,Osteria dei Vecchi Sapori,45.4863396,9.186613699999999,"Via Carmagnola, 3, Milano, 20159, Italia",Via Carmagnola,3,20159,Milano,8.6,145,1,1,0,29,,0,['Italiano'],[],0,18,1,5,9.2,0,[]
osteria-del-gnocco-fritto-r825356,thefork,825356,https://www.thefork.it/ristorante/osteria-del-gnocco-fritto-r825356,Osteria Del Gnocco Fritto,45.45082399999999,9.171325599999998,"Via Pasquale Paoli, 2, Milano, 20143, Italia",Via Pasquale Paoli,2,20143,Milano,9.3,463,1,1,0,30,,0,['Italiano'],[],1,51,1,5,9.9,0,[]
osteria-delle-commari-milano-r838185,thefork,838185,https://www.thefork.it/ristorante/osteria-delle-commari-milano-r838185,Osteria delle Commari MILANO,45.4914311,9.1876588,"Via Vincenzo Civerchio, 9, Milano, 20159, Italia",Via Vincenzo Civerchio,9,20159,Milano,8.2,135,1,1,0,29,,0,['Romano'],[],0,11,1,5,8.4,0,[]
osteria-delle-coppelle-milano-r813786,thefork,813786,https://www.thefork.it/ristorante/osteria-delle-coppelle-milano-r813786,Osteria delle Coppelle Milano,45.47746739999999,9.1880974,"Via Solferino, 34, Milano, 20121, Italia",Via Solferino,34,20121,Milano,8.4,191,1,1,0,30,,0,['Italiano'],[],1,34,1,5,7.3,1,['rating_sample_divergent']
osteria-il-piccolo-porto-r453941,thefork,453941,https://www.thefork.it/ristorante/osteria-il-piccolo-porto-r453941,Osteria il Piccolo Porto,45.5045498,9.221931,"Viale Monza, 185, Milano, 20126, Italia",Viale Monza,185,20126,Milano,8.4,726,1,1,0,25,20,1,['Di Pesce'],['vegetarian'],1,17,1,5,8.2,0,[]
osteria-la-carbonella-r64134,thefork,64134,https://www.thefork.it/ristorante/osteria-la-carbonella-r64134,Osteria La Carbonella,45.4655501,9.1762052,"Via Terraggio, 9, Milano, 20123, Italia",Via Terraggio,9,20123,Milano,,69,0,1,0,40,,0,['Di Carne'],[],1,8,1,5,7.4,0,['no_rating']
osteria-nuovo-convento-r53697,thefork,53697,https://www.thefork.it/ristorante/osteria-nuovo-convento-r53697,Osteria Nuovo Convento,45.48497,9.2194,"Via Ricordi 8, Milano, 20131, Italia",Via Ricordi 8,,20131,Milano,9.1,308,1,1,0,35,20,1,['Di Carne'],[],1,15,1,5,8.9,0,[]
osteria-popolare-pugliese-r849515,thefork,849515,https://www.thefork.it/ristorante/osteria-popolare-pugliese-r849515,Osteria Popolare Pugliese,45.4891695,9.1823215,"Via Valtellina, 2, Milano, 20159, Italia",Via Valtellina,2,20159,Milano,8.5,142,1,1,0,22,,0,['Pugliese'],[],0,36,1,5,9.6,1,['rating_sample_divergent']
osteria-pugliese-gatto-bianco-r827527,thefork,827527,https://www.thefork.it/ristorante/osteria-pugliese-gatto-bianco-r827527,Osteria Pugliese Gatto Bianco,45.4570048,9.2152921,"Via Friuli, 75, Milano, 20135, Italia",Via Friuli,75,20135,Milano,8.3,102,1,1,0,34,30,1,"['Italiano', 'Europeo']",['vegetarian'],1,14,1,5,8.4,0,[]
osteria-pugliese-r838125,thefork,838125,https://www.thefork.it/ristorante/osteria-pugliese-r838125,Osteria Pugliese,45.4763697,9.2050289,"Via Alessandro Tadino, 5, Milano, 20124, Italia",Via Alessandro Tadino,5,20124,Milano,8.6,169,1,1,0,29,20,1,['Pugliese'],[],0,37,1,5,8.4,0,[]
palenquera-milano-r849726,thefork,849726,https://www.thefork.it/ristorante/palenquera-milano-r849726,Palenquera Milano,45.4531181,9.1523969,"Piazza Napoli, 30/2, Milano, 20146, Italia",Piazza Napoli,30/2,20146,Milano,7.5,25,1,1,0,27,20,1,['Colombiano'],[],0,25,1,5,8.5,0,[]
palenquera-naviglio-r850879,thefork,850879,https://www.thefork.it/ristorante/palenquera-naviglio-r850879,Palenquera Naviglio,45.4520357,9.1776055,"Alzaia Naviglio Pavese, 2, Milano, 20143, Italia",Alzaia Naviglio Pavese,2,20143,Milano,7.9,24,1,1,0,31,,0,['Colombiano'],[],0,11,1,5,7.4,0,[]
pane-e-vino-r279063,thefork,279063,https://www.thefork.it/ristorante/pane-e-vino-r279063,Pane e Vino,45.4601925,9.1812319,"Largo Carrobbio, 4, Milano, 20123, Italia",Largo Carrobbio,4,20123,Milano,8.5,210,1,1,0,30,20,1,"['Lombardo', 'Europeo', 'Italiano']",[],0,10,1,5,8.0,0,[]
pepenero-ripamonti-r627911,thefork,627911,https://www.thefork.it/ristorante/pepenero-ripamonti-r627911,Pepenero ripamonti,45.4390152,9.1998955,"Via Giuseppe Ripamonti, 118, Milano, 20141, Italia",Via Giuseppe Ripamonti,118,20141,Milano,9.3,691,1,1,0,30,,0,['Mediterraneo'],[],0,40,1,5,9.5,0,[]
perla-blu-r857697,thefork,857697,https://www.thefork.it/ristorante/perla-blu-r857697,Perla Blu,45.44807249999999,9.1977552,"Via Giuseppe Ripamonti, 21, Milano, 20136, Italia",Via Giuseppe Ripamonti,21,20136,Milano,8.5,12,1,1,0,22,50,1,"['Cucina locale', 'Italiano', 'Mediterraneo', 'Europeo']",['vegetarian'],0,14,1,5,9.1,0,[]
piedra-del-sol-r49889,thefork,49889,https://www.thefork.it/ristorante/piedra-del-sol-r49889,Piedra del Sol,45.482,9.19681,"Via Emilio Cornalia, 2, Milano, 20124, Italia",Via Emilio Cornalia,2,20124,Milano,9.1,1392,1,1,0,25,20,1,"['Messicano', 'Sudamericano']",[],1,17,1,5,7.7,1,['rating_sample_divergent']
piperita-milano-r812468,thefork,812468,https://www.thefork.it/ristorante/piperita-milano-r812468,Piperita Milano,45.4610253,9.1814638,"Via S. Sisto, 3, Milano, 20123, Italia",Via S. Sisto,3,20123,Milano,7.8,87,1,1,0,45,30,1,"['Italiano', 'Europeo']",['vegetarian'],1,15,1,5,8.4,0,[]
pirates-bay-milano-merlata-bloom-r853228,thefork,853228,https://www.thefork.it/ristorante/pirates-bay-milano-merlata-bloom-r853228,Pirates' Bay - Milano Merlata Bloom,45.5127394,9.099644999999999,"Via Gottlieb Wilhelm Daimler, 61, Milano, 20151, Italia",Via Gottlieb Wilhelm Daimler,61,20151,Milano,8.9,53,1,1,0,25,,0,['Cucina caraibica'],[],0,46,1,5,7.3,1,['rating_sample_divergent']
pizzacoteca-di-brera-r362459,thefork,362459,https://www.thefork.it/ristorante/pizzacoteca-di-brera-r362459,Pizzacoteca di Brera,45.4728446,9.1874116,"Via Brera, 29, Milano, 20121, Italia",Via Brera,29,20121,Milano,,1618,0,1,0,15,,0,['Pizzeria'],[],1,33,1,5,9.2,0,['no_rating']
pizzart-da-gimmy-r68244,thefork,68244,https://www.thefork.it/ristorante/pizzart-da-gimmy-r68244,Pizzart da Gimmy,45.4436943,9.2161885,"Corso Lodi, 72, Milano, 20139, Italia",Corso Lodi,72,20139,Milano,9.4,138,1,1,0,15,,0,['Pizzeria'],[],1,7,1,5,9.6,0,[]
pizzeria-ciccio-matto-1-r842640,thefork,842640,https://www.thefork.it/ristorante/pizzeria-ciccio-matto-1-r842640,Pizzeria Ciccio Matto 1,45.44844399999999,9.1869547,"Via Gian Carlo Castelbarco, 17, Milano, 20136, Italia",Via Gian Carlo Castelbarco,17,20136,Milano,,,0,0,0,20,30,1,['Pizzeria'],[],0,7,0,0,,0,"['no_rating', 'missing_review_count']"
pizzeria-naviglio-r839844,thefork,839844,https://www.thefork.it/ristorante/pizzeria-naviglio-r839844,Pizzeria Naviglio,45.4516745,9.1754201,"Ripa di Porta Ticinese, 21, Milano, 20143, Italia",Ripa di Porta Ticinese,21,20143,Milano,8.3,,1,0,0,15,40,1,"['Napoletano', 'Pizzeria', 'Europeo', 'Italiano']",['vegetarian'],0,36,0,0,,0,['missing_review_count']
pizzeria-san-giorgio-r801681,thefork,801681,https://www.thefork.it/ristorante/pizzeria-san-giorgio-r801681,Pizzeria San Giorgio,45.5238343,9.192686299999998,"Via Luigi Ornato, 134, Milano, 20162, Italia",Via Luigi Ornato,134,20162,Milano,7.4,65,1,1,0,15,20,1,['Italiano'],[],1,11,1,5,7.0,0,[]
pizzikotto-milano-celio-r826244,thefork,826244,https://www.thefork.it/ristorante/pizzikotto-milano-celio-r826244,Pizzikotto - Milano Celio,45.4684712,9.1299634,"Via Privata Celio, 2, Milano, 20148, Italia",Via Privata Celio,2,20148,Milano,9.2,571,1,1,0,30,30,1,"['Pizzeria', 'Europeo', 'Italiano']",[],0,10,1,5,9.8,0,[]
pizzium-milano-via-anfossi-r685353,thefork,685353,https://www.thefork.it/ristorante/pizzium-milano-via-anfossi-r685353,Pizzium Milano Via Anfossi,45.4608148,9.2084157,"Via Augusto Anfossi, 1, Milano, 20135, Italia",Via Augusto Anfossi,1,20135,Milano,8.4,195,1,1,0,20,,0,['Pizzeria'],[],0,45,1,5,8.2,0,[]
pizzium-milano-via-arco-r833360,thefork,833360,https://www.thefork.it/ristorante/pizzium-milano-via-arco-r833360,Pizzium - Milano Via Arco,45.4703859,9.1843794,"Via Arco, 1, Milano, 20121, Italia",Via Arco,1,20121,Milano,8.6,353,1,1,0,20,,0,['Pizzeria'],[],0,45,1,5,9.3,0,[]
pizzium-milano-via-feltre-r852230,thefork,852230,https://www.thefork.it/ristorante/pizzium-milano-via-feltre-r852230,Pizzium Milano Via Feltre,45.4910842,9.2392639,"Via Feltre, 30, Milano, 20132, Italia",Via Feltre,30,20132,Milano,8.3,206,1,1,0,20,,0,['Italiano'],[],0,21,1,5,7.6,0,[]
pizzium-milano-via-pola-r685357,thefork,685357,https://www.thefork.it/ristorante/pizzium-milano-via-pola-r685357,Pizzium Milano Via Pola,45.4885672,9.1941916,"Via Pola, 11, Milano, 20124, Italia",Via Pola,11,20124,Milano,8.3,174,1,1,0,20,,0,['Pizzeria'],[],0,41,1,5,7.2,1,['rating_sample_divergent']
pizzium-milano-via-procaccini-r685359,thefork,685359,https://www.thefork.it/ristorante/pizzium-milano-via-procaccini-r685359,Pizzium Milano Via Procaccini,45.4836118,9.1702751,"Via Giulio Cesare Procaccini, 30, Milano, 20154, Italia",Via Giulio Cesare Procaccini,30,20154,Milano,8.6,179,1,1,0,20,,0,['Pizzeria'],[],0,48,1,5,7.8,0,[]
pizzium-milano-via-vigevano-r685363,thefork,685363,https://www.thefork.it/ristorante/pizzium-milano-via-vigevano-r685363,Pizzium Milano Via Vigevano,45.452828,9.1721558,"Via Vigevano, 33, Milano, 20144, Italia",Via Vigevano,33,20144,Milano,8.4,242,1,1,0,20,20,1,"['Pizzeria', 'Europeo', 'Italiano']",['vegetarian'],0,14,1,5,7.1,1,['rating_sample_divergent']
pizzium-milano-viale-tunisia-r685361,thefork,685361,https://www.thefork.it/ristorante/pizzium-milano-viale-tunisia-r685361,Pizzium Milano Viale Tunisia,45.4771906,9.206198,"Viale Tunisia, 6, Milano, 20124, Italia",Viale Tunisia,6,20124,Milano,8.4,230,1,1,0,20,20,1,"['Pizzeria', 'Europeo', 'Italiano']",['vegetarian'],0,14,1,5,8.2,0,[]
pizzium-via-buonarroti-r833370,thefork,833370,https://www.thefork.it/ristorante/pizzium-via-buonarroti-r833370,Pizzium - Via Buonarroti,45.4672789,9.1548973,"Via Michelangelo Buonarroti, 3, Milano, 20149, Italia",Via Michelangelo Buonarroti,3,20149,Milano,8.6,289,1,1,0,20,20,1,"['Pizzeria', 'Europeo', 'Italiano']",['vegetarian'],0,14,1,5,9.1,0,[]
pizzium-via-rembrandt-r833371,thefork,833371,https://www.thefork.it/ristorante/pizzium-via-rembrandt-r833371,Pizzium - Via Rembrandt,45.4675957,9.139979499999999,"Via Rembrandt, 2, Milano, 20148, Italia",Via Rembrandt,2,20148,Milano,8.5,270,1,1,0,20,,0,['Pizzeria'],[],0,49,1,5,9.0,0,[]
poke-go-sano-e-veloce-r687571,thefork,687571,https://www.thefork.it/ristorante/poke-go-sano-e-veloce-r687571,Poke&Go - SANO E VELOCE,45.4573514,9.1944234,"Corso di Porta Romana, 51, Milano, 20122, Italia",Corso di Porta Romana,51,20122,Milano,8.5,144,1,1,0,15,,0,['Hawaiano'],[],1,14,1,5,8.2,0,[]
pollolo-r847677,thefork,847677,https://www.thefork.it/ristorante/pollolo-r847677,Pollolo,45.48016399999999,9.1714658,"Via Luigi Canonica, 71, Milano, 20154, Italia",Via Luigi Canonica,71,20154,Milano,8.9,51,1,1,0,20,20,1,"['Coreano', 'Asiatico']",['vegetarian'],0,15,1,5,7.6,1,['rating_sample_divergent']
porcao-churrascaria-r855883,thefork,855883,https://www.thefork.it/ristorante/porcao-churrascaria-r855883,Porcao Churrascaria,45.50133899999999,9.162205799999999,"Via Giovanni Battista Varè, 23, Milano, 20158, Italia",Via Giovanni Battista Varè,23,20158,Milano,8.2,13,1,1,0,60,,0,['Brasiliano'],[],0,11,1,5,8.6,0,[]
quore-italiano-corso-vittorio-emanuele-r339097,thefork,339097,https://www.thefork.it/ristorante/quore-italiano-corso-vittorio-emanuele-r339097,Quore Italiano Corso Vittorio Emanuele,45.4657452,9.1961637,"Corso Vittorio Emanuele II, 15, Milano, 20122, Italia",Corso Vittorio Emanuele II,15,20122,Milano,8.0,468,1,1,0,25,40,1,"['Italiano', 'Mediterraneo', 'Europeo']",['vegetarian'],1,17,1,5,8.7,0,[]
quore-italiano-oberdan-r302345,thefork,302345,https://www.thefork.it/ristorante/quore-italiano-oberdan-r302345,Quore Italiano - Oberdan,45.4746158,9.2063074,"Piazza Guglielmo Oberdan, 10, Milano, 20129, Italia",Piazza Guglielmo Oberdan,10,20129,Milano,7.8,465,1,1,0,25,20,1,"['Italiano', 'Pizzeria', 'Europeo']",['vegetarian'],1,12,1,5,7.9,0,[]
quore-italiano-via-capelli-r681597,thefork,681597,https://www.thefork.it/ristorante/quore-italiano-via-capelli-r681597,Quore Italiano - Via Capelli,45.4825688,9.1879253,"Via Vincenzo Capelli, 2, Milano, 20124, Italia",Via Vincenzo Capelli,2,20124,Milano,8.4,905,1,1,0,25,,0,['Italiano'],[],1,62,1,5,8.2,0,[]
rame-bistrot-racconto-mediterraneo-r843987,thefork,843987,https://www.thefork.it/ristorante/rame-bistrot-racconto-mediterraneo-r843987,Rame Bistrot Racconto Mediterraneo,45.4849288,9.1624058,"Via Piero della Francesca, 52, Milano, 20154, Italia",Via Piero della Francesca,52,20154,Milano,8.9,45,1,1,0,50,20,1,['Mediterraneo'],['vegetarian'],0,41,1,5,8.8,0,[]
ramen-bar-akira-isola-r840369,thefork,840369,https://www.thefork.it/ristorante/ramen-bar-akira-isola-r840369,Ramen Bar Akira - Isola,45.4893406,9.187147699999999,"Via Luigi Porro Lambertenghi, 17, Milano, 20159, Italia",Via Luigi Porro Lambertenghi,17,20159,Milano,8.9,207,1,1,0,20,20,1,['Giapponese'],[],0,38,1,5,9.0,0,[]
rare-grillhouse-bligny-r830851,thefork,830851,https://www.thefork.it/ristorante/rare-grillhouse-bligny-r830851,Rare GrillHouse Bligny,45.4510911,9.191809899999999,"V.le Bligny, 21, Milano, 20122, Italia",V.le Bligny,21,20122,Milano,8.1,86,1,1,0,26,30,1,['Di Carne'],[],0,13,1,5,6.3,1,['rating_sample_divergent']
rawana-r847270,thefork,847270,https://www.thefork.it/ristorante/rawana-r847270,Rawana,45.5024546,9.180759199999999,"Via Giuseppe Cesare Abba, 7, Milano, 20158, Italia",Via Giuseppe Cesare Abba,7,20158,Milano,8.5,21,1,1,0,28,30,1,"['Italiano', 'Europeo']",['vegetarian'],0,11,1,5,6.7,1,['rating_sample_divergent']
refeel-reload-r843887,thefork,843887,https://www.thefork.it/ristorante/refeel-reload-r843887,Refeel Reload,45.45500209999999,9.1730171,"Corso Cristoforo Colombo, 1, Milano, 20144, Italia",Corso Cristoforo Colombo,1,20144,Milano,8.2,19,1,1,0,17,50,1,['Americano'],[],0,8,1,5,8.2,0,[]
reiwa-r697449,thefork,697449,https://www.thefork.it/ristorante/reiwa-r697449,Reiwa,45.4403156,9.1978204,"Via Rutilia, 16, Milano, 20141, Italia",Via Rutilia,16,20141,Milano,,1044,0,1,0,30,,0,['Fusion'],[],1,38,1,5,7.7,0,['no_rating']
ri-zhong-r755193,thefork,755193,https://www.thefork.it/ristorante/ri-zhong-r755193,Ri Zhong,45.4749392,9.2117733,"Via Achille Maiocchi, 3, Milano, 20129, Italia",Via Achille Maiocchi,3,20129,Milano,8.9,51,1,1,0,15,50,1,"['Cinese', 'Giapponese', 'Asiatico']",['vegetarian'],0,10,1,5,8.8,0,[]
ristorante-abba-r832200,thefork,832200,https://www.thefork.it/ristorante/ristorante-abba-r832200,Ristorante Abba,45.5036239,9.138349600000002,"Via Varesina, 177, Milano, 20156, Italia",Via Varesina,177,20156,Milano,9.5,184,1,1,0,110,,0,['Italiano'],[],1,49,1,5,9.8,0,[]
ristorante-acero-r855185,thefork,855185,https://www.thefork.it/ristorante/ristorante-acero-r855185,Ristorante Acero,45.4567507,9.172473799999999,"Viale Papiniano, 57, Milano, 20123, Italia",Viale Papiniano,57,20123,Milano,8.7,213,1,1,0,25,20,1,"['Cinese', 'Fusion', 'Giapponese', 'Asiatico']",['vegetarian'],0,20,0,0,,0,[]
ristorante-cinese-tang-r856922,thefork,856922,https://www.thefork.it/ristorante/ristorante-cinese-tang-r856922,唐人酒家 Ristorante Cinese Tang,45.48185669999999,9.1760846,"Via Messina, 4, Milano, 20154, Italia",Via Messina,4,20154,Milano,8.2,37,1,1,0,20,,0,['Cinese'],[],0,33,1,5,6.9,1,['rating_sample_divergent']
ristorante-clorofilla-r838529,thefork,838529,https://www.thefork.it/ristorante/ristorante-clorofilla-r838529,Ristorante Clorofilla,45.482854,9.1865581,"Via Alessio di Tocqueville, 7D, Milano, 20154, Italia",Via Alessio di Tocqueville,7D,20154,Milano,8.1,6,1,1,1,29,,0,['Mediterraneo'],[],0,14,1,2,7.0,1,"['low_review', 'rating_sample_divergent']"
ristorante-conte-camillo-r55972,thefork,55972,https://www.thefork.it/ristorante/ristorante-conte-camillo-r55972,Ristorante Conte Camillo,45.4726254,9.1944131,"Via Fatebenefratelli, 21, Milano, 20121, Italia",Via Fatebenefratelli,21,20121,Milano,8.4,70,1,1,0,28,30,1,"['Di Pesce', 'Italiano', 'Mediterraneo', 'Milanese', 'Europeo', 'Lombardo']",[],1,15,1,5,9.2,0,[]
ristorante-del-barrio-r50104,thefork,50104,https://www.thefork.it/ristorante/ristorante-del-barrio-r50104,Ristorante del Barrio,45.44144,9.20131,"Via Serio, 14, Milano, 20132, Italia",Via Serio,14,20132,Milano,8.4,358,1,1,0,25,,0,['Cucina internazionale'],[],1,15,1,5,7.9,0,[]
ristorante-flash-r837339,thefork,837339,https://www.thefork.it/ristorante/ristorante-flash-r837339,ristorante Flash,45.4623001,9.194001199999999,"Via Bergamini, 1, Milano, 20122, Italia",Via Bergamini,1,20122,Milano,8.4,83,1,1,0,19,,0,['Italiano'],[],0,29,1,5,7.5,0,[]
ristorante-nobuya-r828164,thefork,828164,https://www.thefork.it/ristorante/ristorante-nobuya-r828164,Ristorante nobuya,45.466411,9.176969500000002,"Via San Nicolao, 4, Milano, 20121, Italia",Via San Nicolao,4,20121,Milano,,0,0,1,1,70,,0,['Fusion'],[],0,1,0,0,,0,"['no_rating', 'low_review']"
ristorante-pesce-d-amare-r854072,thefork,854072,https://www.thefork.it/ristorante/ristorante-pesce-d-amare-r854072,Ristorante Pesce D'amare,45.447654,9.177894,"Via Pavia, 8, Milano, 20136, Italia",Via Pavia,8,20136,Milano,8.7,123,1,1,0,35,50,1,['Di Pesce'],['vegetarian'],0,35,1,5,9.5,0,[]
ristorante-pizzeria-doc-r834009,thefork,834009,https://www.thefork.it/ristorante/ristorante-pizzeria-doc-r834009,Ristorante Pizzeria DOC,45.45283939999999,9.146059,"Via Lorenteggio, 47, Milano, 20146, Italia",Via Lorenteggio,47,20146,Milano,8.9,278,1,1,0,25,20,1,['Italiano'],[],1,43,1,5,9.3,0,[]
ristorante-pizzeria-il-cavallino-r848392,thefork,848392,https://www.thefork.it/ristorante/ristorante-pizzeria-il-cavallino-r848392,Ristorante Pizzeria Il Cavallino,45.4650405,9.2323529,"Via Negroli, 23, Milano, 20133, Italia",Via Negroli,23,20133,Milano,7.2,32,1,1,0,22,20,1,['Di Carne'],[],0,25,1,5,7.2,0,[]
ristorante-pizzeria-teresa-e-patrizia-r859938,thefork,859938,https://www.thefork.it/ristorante/ristorante-pizzeria-teresa-e-patrizia-r859938,Ristorante Pizzeria Teresa e Patrizia,45.4531398,9.1732885,"Via Vigevano, 14, Milano, 20144, Italia",Via Vigevano,14,20144,Milano,,,0,0,0,27,30,1,['Italiano'],[],0,4,0,0,,0,"['no_rating', 'missing_review_count']"
ristorante-prime-r842915,thefork,842915,https://www.thefork.it/ristorante/ristorante-prime-r842915,Ristorante Primè,45.48087457089813,9.185743152670302,"Viale Francesco Crispi, 2, Milano, 20154, Italia",Viale Francesco Crispi,2,20154,Milano,9.2,191,1,1,0,27,,0,['Cucina locale'],[],0,53,1,5,9.1,0,[]
ristorante-shams-beirut-gourmet-r857948,thefork,857948,https://www.thefork.it/ristorante/ristorante-shams-beirut-gourmet-r857948,Ristorante Shams Beirut Gourmet,45.48168039999999,9.2144386,"Via Gaspare Spontini, 11, Milano, 20124, Italia",Via Gaspare Spontini,11,20124,Milano,8.6,8,1,1,1,40,,0,[],[],0,7,1,5,8.4,0,['low_review']
ristorante-sun-r805407,thefork,805407,https://www.thefork.it/ristorante/ristorante-sun-r805407,Ristorante Sun,45.48619648487306,9.222851053442382,"Via Nicola Antonio Porpora, 59, Milano, 20131, Italia",Via Nicola Antonio Porpora,59,20131,Milano,9.2,947,1,1,0,15,20,1,['Asiatico'],[],1,47,1,5,8.4,0,[]
ristorante-voce-aimo-e-nadia-r831938,thefork,831938,https://www.thefork.it/ristorante/ristorante-voce-aimo-e-nadia-r831938,Ristorante VOCE Aimo e Nadia,45.4672643,9.190477099999999,"Piazza della Scala, 6, Milano, 20121, Italia",Piazza della Scala,6,20121,Milano,9.4,109,1,1,0,150,,0,['Italiano'],[],1,56,1,5,9.1,0,[]
rivoire-oberdan-r818946,thefork,818946,https://www.thefork.it/ristorante/rivoire-oberdan-r818946,Rivoire Oberdan,45.47452490000001,9.2068133,"Via Marcello Malpighi, 1, Milano, 20129, Italia",Via Marcello Malpighi,1,20129,Milano,8.3,28,1,1,0,32,30,1,"['Italiano', 'Mediterraneo', 'Europeo']",['vegetarian'],0,15,1,5,8.2,0,[]
rosso-brera-r724318,thefork,724318,https://www.thefork.it/ristorante/rosso-brera-r724318,Rosso Brera,45.4718473,9.186035,"Via Marco Formentini, 7, Milano, 20121, Italia",Via Marco Formentini,7,20121,Milano,8.4,711,1,1,0,40,20,1,"['Italiano', 'Europeo']","['gluten_free', 'vegetarian']",1,17,1,5,7.1,1,['rating_sample_divergent']
rossopomodoro-milano-centrale-nuovo-r727092,thefork,727092,https://www.thefork.it/ristorante/rossopomodoro-milano-centrale-nuovo-r727092,Rossopomodoro Milano Centrale Nuovo,45.4841101,9.2042168,"Piazza Duca d'Aosta, 1, Milano, 20125, Italia",Piazza Duca d'Aosta,1,20125,Milano,8.4,1053,1,1,0,20,,0,['Cucina locale'],[],1,41,1,5,7.3,1,['rating_sample_divergent']
rossopomodoro-porta-romana-r314487,thefork,314487,https://www.thefork.it/ristorante/rossopomodoro-porta-romana-r314487,Rossopomodoro Porta Romana,45.4511046,9.2006166,"Viale Sabotino, 19, Milano, 20135, Italia",Viale Sabotino,19,20135,Milano,8.2,2025,1,1,0,16,,0,['Pizzeria'],[],1,49,1,5,9.1,0,[]
rotonda-bistro-r856157,thefork,856157,https://www.thefork.it/ristorante/rotonda-bistro-r856157,Rotonda Bistrò,45.4599848,9.204678,"Via Enrico Besana, 12, Milano, 20122, Italia",Via Enrico Besana,12,20122,Milano,8.6,12,1,1,0,29,30,1,['Italiano'],[],0,5,1,4,8.12,0,[]
