source,record_id,issue_type,field,value,detail
Google Places,ChIJY51z-bbGhkcRfFEpURasoLk,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJY51z-bbGhkcRfFEpURasoLk,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJY6Dz0mLDhkcRNEmKjOp0Zwk,low_review_count,review_count,14,Review count is below 20; ratings are less reliable.
Google Places,ChIJY6TgAP7BhkcReFMC2t5QR80,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJY72CXQDBhkcRE0f_uE5REcA,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJY9p81Q_BhkcRu6-VnH5htA4,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJY9p81Q_BhkcRu6-VnH5htA4,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYQ-TawDDhkcRI-UbxEkmne4,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYQ-TawDDhkcRI-UbxEkmne4,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYQNiMQDBhkcRuuHASePvzbg,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYQNiMQDBhkcRuuHASePvzbg,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYRAMcgbBhkcRnrQyr7mb8_s,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJYRZOeqHGhkcRDJRZe3cfyI0,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJYS6SSEK5hkcRLm2haiVGS_Y,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJYSHlzQTrhkcR7nzzqByTg9Y,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYSHlzQTrhkcR7nzzqByTg9Y,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYTPZP2PHhkcRNqiH__9uA1g,low_review_count,review_count,8,Review count is below 20; ratings are less reliable.
Google Places,ChIJYUUn8t_BhkcRu--Gm4abWKQ,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYUUn8t_BhkcRu--Gm4abWKQ,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYVKDOwDFhkcRkK4lWuPLlKY,low_review_count,review_count,15,Review count is below 20; ratings are less reliable.
Google Places,ChIJYY0ROgDBhkcRJEUdAes7SX8,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYY0ROgDBhkcRJEUdAes7SX8,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYY32OgDrhkcRyLWim3_Ut1Y,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYY32OgDrhkcRyLWim3_Ut1Y,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYYCmIADHhkcR1R4E153ub5A,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJYZBlfwC5hkcRq31h_gKUELw,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJYZbNlzTChkcRc8uYOGiQFHU,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYZbNlzTChkcRc8uYOGiQFHU,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJY_71tnDBhkcReYVigVb3pFI,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJY_71tnDBhkcReYVigVb3pFI,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJY_d-OQDPhkcR2vUQHvWFr0E,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJY_e64-TDhkcR1xSYBrEHNfo,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJYb8oHlPDhkcRXLsURy351y4,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJYboW9PvDhkcRWfarJJ-cczc,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJYbwVpcjFhkcRIs_7ehGTU4o,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJYcinBqjDhkcRc8Hj7pjgp0o,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYcinBqjDhkcRc8Hj7pjgp0o,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYdCeMwDHhkcRGZaWXAinGp4,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJYdGlVNHBhkcR5XVI1QtniKA,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYdGlVNHBhkcR5XVI1QtniKA,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYdn8RwDDhkcRHYL5fTkD_Vk,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJYe6eCpfPhkcRfKzmkEtM0fc,low_review_count,review_count,11,Review count is below 20; ratings are less reliable.
Google Places,ChIJYeKf77jBhkcRMgWvD9Ospis,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJYeUCdvbBhkcRjKo2_c6f1lI,low_review_count,review_count,8,Review count is below 20; ratings are less reliable.
Google Places,ChIJYeV2VkTBhkcRpMfbB1tn718,low_review_count,review_count,6,Review count is below 20; ratings are less reliable.
Google Places,ChIJYeheFBjDhkcRYL3OfZcR4pk,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYeheFBjDhkcRYL3OfZcR4pk,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYemG7Wm_hkcRPKoyn1u5VPw,low_review_count,review_count,8,Review count is below 20; ratings are less reliable.
Google Places,ChIJYfTMYAHFhkcRcgRuDbN4Lzg,low_review_count,review_count,7,Review count is below 20; ratings are less reliable.
Google Places,ChIJYfmp4EDDhkcRZ4ermmZ4ax0,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYfmp4EDDhkcRZ4ermmZ4ax0,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYwTrN9LBhkcRfqskvKGdJcg,low_review_count,review_count,8,Review count is below 20; ratings are less reliable.
Google Places,ChIJYxW7JADBhkcRPKR_PTmNO6w,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYxW7JADBhkcRPKR_PTmNO6w,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJYxXZj_7ChkcRG4BbD2r7i3k,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJYySaJgDHhkcRsTOQcHw63LI,low_review_count,review_count,8,Review count is below 20; ratings are less reliable.
Google Places,ChIJYyjqaQDHhkcRRi2cttvMQPA,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ-CmOADBhkcRnMN6b7iPQAY,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZ-CmOADBhkcRnMN6b7iPQAY,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZ0HAAADBhkcR0SYS_h9Wtss,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ1NgAQDHhkcRtl3mYjlVmls,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ1SfdlLHhkcRiVF84vY5GMQ,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ2qiDXLChkcRwiHissaNcCw,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ34GbgDDhkcRpcTn8Cq5eWE,low_review_count,review_count,8,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ3vy3ZbHhkcRwSFbeBu80rY,low_review_count,review_count,15,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ4MvGqbGhkcRApuCJVv4XNQ,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ5FzvdHBhkcRb-hNpbSKh_w,low_review_count,review_count,11,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ5_M5VTBhkcRgC-5ugooYfU,low_review_count,review_count,19,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ6_Z3NTFhkcRfFPp_IGNl94,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ6d2sQ7HhkcR2dwyI9U6KTo,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ70KbADHhkcRVUncCTiQQFM,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZ70KbADHhkcRVUncCTiQQFM,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZ8kWSXHDhkcR6TjVC9jEcfs,low_review_count,review_count,14,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ8wXWQDHhkcRDzvu61M6VN0,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ9-_vbLDhkcRhhm7vyx4ftU,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJZ9WNVMjHhkcRbXLutUzJ-hQ,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZ9WNVMjHhkcRbXLutUzJ-hQ,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZ9in3HC5hkcRtKK3DdUM5E4,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJZRSTFwDBhkcRIm8HP6FGSc4,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJZRdnGVXBhkcRuQN5LCxNX6E,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZRdnGVXBhkcRuQN5LCxNX6E,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZSKxL8vDhkcRRTEt9ZBZymM,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJZSuqF6jAhkcRmUqQgAbngU8,low_review_count,review_count,19,Review count is below 20; ratings are less reliable.
Google Places,ChIJZTLpZM7BhkcROd20lMbXiAQ,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZTLpZM7BhkcROd20lMbXiAQ,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZUw3Eo_BhkcR4T7gdrs1XmQ,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJZVSEyq_GhkcR_Aqz8Gyfrnc,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJZVs2aQDHhkcRji0y3iIAvXg,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZVs2aQDHhkcRji0y3iIAvXg,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZWFiMqLGhkcRxFxt-E24ACc,low_review_count,review_count,17,Review count is below 20; ratings are less reliable.
Google Places,ChIJZXoQ8kTEhkcRhlVNmGALONU,low_review_count,review_count,6,Review count is below 20; ratings are less reliable.
Google Places,ChIJZYMQlXzDhkcRpPXG4oOeZ0k,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZYMQlXzDhkcRpPXG4oOeZ0k,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZ_6brVDBhkcRxNiwPuQpUzg,low_review_count,review_count,15,Review count is below 20; ratings are less reliable.
Google Places,ChIJZaCebcjGhkcRck1nHLnA1XQ,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZaCebcjGhkcRck1nHLnA1XQ,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZalJPHjBhkcRKAuENQLRyjY,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJZbq-7HPEhkcRtNaHvV6dt7E,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZbq-7HPEhkcRtNaHvV6dt7E,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZdI1fzbEhkcRXYi4c-ENP-4,low_review_count,review_count,18,Review count is below 20; ratings are less reliable.
Google Places,ChIJZfHM7UDDhkcR1iamvKt3M0o,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZfHM7UDDhkcR1iamvKt3M0o,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZfvfdmTBhkcRnKhILVUeWdU,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZfvfdmTBhkcRnKhILVUeWdU,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZx0e6v_DhkcRwetzsCZ6mtY,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJZzTa5EDDhkcRLYCEk6Gw75k,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJZzTa5EDDhkcRLYCEk6Gw75k,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_-r1gxnEhkcRkgvYbKz2_0A,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_-r1gxnEhkcRkgvYbKz2_0A,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_1JDxrLBhkcRsioVRAMOElM,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_1JDxrLBhkcRsioVRAMOElM,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_1VZdXTFhkcRUaa76OBzGd4,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_1aXOY3FhkcR4cupx_1MyTo,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_2FZw1_ChkcRED0UDM5bEOY,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_53rwZPHhkcRMfu9D3HjQ6c,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_5ebDADPhkcR4yf-w-3phXY,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_5ebDADPhkcR4yf-w-3phXY,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_5sTSgDFhkcR9xPnKAniDvE,low_review_count,review_count,19,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_6TVD0PBhkcRuVUVW7xXFzQ,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_6TVD0PBhkcRuVUVW7xXFzQ,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_6ohfTbBhkcRQN8a1aKA8tk,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_6ohfTbBhkcRQN8a1aKA8tk,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_7he3B7ChkcRqU1uD_aKz-g,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_7he3B7ChkcRqU1uD_aKz-g,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_9MgrNLGhkcRT51y4tKnST8,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_R_NOFbBhkcRSkgpH8oCdrk,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_R_NOFbBhkcRSkgpH8oCdrk,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_T9lIgDHhkcRygnYycvSGHg,low_review_count,review_count,7,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_Tq4jNnPhkcRXBdIHOgAkq8,low_review_count,review_count,17,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_V1ifgDFhkcRZPFE8wSgi0k,low_review_count,review_count,8,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_VDdQHXHhkcRWAyLJCN2kEg,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_VDdQHXHhkcRWAyLJCN2kEg,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_VzECgDBhkcR6fAs68Ojcdk,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_WFCmhfAhkcRo04TV-wrS3g,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_Yi3fq_GhkcRwN2WvTmSgsE,low_review_count,review_count,14,Review count is below 20; ratings are less reliable.
Google Places,ChIJ__-_Kli_hkcRli36MjtcwOc,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJ__-bt_fDhkcRCrikzPrT57I,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJ__8PVcPGhkcR1wSRU0JXUO4,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ__8PVcPGhkcR1wSRU0JXUO4,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ__8ceVzDhkcRGDicoOmsbPc,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ__8vIjvAhkcR0ZjtpczKROg,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJ__9PhffDhkcRHyf-Bl3sodI,low_review_count,review_count,18,Review count is below 20; ratings are less reliable.
Google Places,ChIJ__O3IhvDhkcRFssnkKYiwxo,low_review_count,review_count,7,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_a30iAXHhkcRaDJM0H2wAws,low_review_count,review_count,19,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_bU8OADHhkcRlBYCd9T14RI,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_bU8OADHhkcRlBYCd9T14RI,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_ezox1TFhkcRPFdfTpdZc-Y,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_f-_ZBrHhkcR_6YcMl85yFY,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_f-_ZBrHhkcR_6YcMl85yFY,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_fmsfP_DhkcRnrM2LY-jCSI,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_yOueSnChkcRjj5x29s0vIQ,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_zNy3bHHhkcRFsMzFKSjL98,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_zPlrubrhkcR6jfsObJGvnk,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_zPlrubrhkcR6jfsObJGvnk,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ_zfdgEHBhkcRC_4LJSTkycw,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJ_zjDXe7JhkcRbvIt9oR8_KU,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJa0iFNuzGhkcRhomQkXT0Dys,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJa1W-BgDHhkcRx2G8WRBfVtA,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJa1W-BgDHhkcRx2G8WRBfVtA,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJa1XH7fTDhkcREZfwCgu-9ts,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJa3HJlMrFhkcRyeaMeY35fYw,low_review_count,review_count,11,Review count is below 20; ratings are less reliable.
Google Places,ChIJa3q7zdLHhkcRqe3H762kLM4,low_review_count,review_count,7,Review count is below 20; ratings are less reliable.
Google Places,ChIJa4W63uvBhkcRpIJIDok4j-s,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJa5-fWkfHhkcRAZYQzt11AQU,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJa5-fWkfHhkcRAZYQzt11AQU,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJa5tjcb3BhkcRYymM8RY-3a8,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJa63UY8bBhkcRjOO_AesKUsw,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJa6G_fwDrhkcR3PKJxlvmxEM,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJa6G_fwDrhkcR3PKJxlvmxEM,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJa6iQUY7DhkcRlJVu8rzcRqk,low_review_count,review_count,16,Review count is below 20; ratings are less reliable.
Google Places,ChIJa6veFSLBhkcR5asXXXtpqu4,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJa6veFSLBhkcR5asXXXtpqu4,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJa7suIKXGhkcRi5npXJgZ9uw,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJa7suIKXGhkcRi5npXJgZ9uw,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJa8bxTwDBhkcRBgEH7xQ8SYg,low_review_count,review_count,12,Review count is below 20; ratings are less reliable.
Google Places,ChIJa8h10GS_hkcRequNEsA803Q,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJa9cpMgDDhkcROEB_NwoZahM,low_review_count,review_count,12,Review count is below 20; ratings are less reliable.
Google Places,ChIJa9syegDBhkcRgtU55zkK0cM,low_review_count,review_count,6,Review count is below 20; ratings are less reliable.
Google Places,ChIJaQIKhbXFhkcRkmWT6m8tkQA,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJaSPeV16_hkcRdlhmYTERXDQ,low_review_count,review_count,18,Review count is below 20; ratings are less reliable.
Google Places,ChIJaSS-ZfHBhkcRocJt3Nr9tJU,low_review_count,review_count,7,Review count is below 20; ratings are less reliable.
Google Places,ChIJaSXLwTLFhkcRfhmqFCz6g-8,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJaT8jOBPHhkcR2uNFd8X6iTE,low_review_count,review_count,7,Review count is below 20; ratings are less reliable.
Google Places,ChIJaTCIOfzDhkcRuPqsJOcc_n4,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJaU3ZjmjChkcRCui5TEML3uE,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJaVThahjBhkcRyD8PZIIyWtE,low_review_count,review_count,17,Review count is below 20; ratings are less reliable.
Google Places,ChIJaWK-RwDHhkcRVid6PyDmxRk,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJaWK-RwDHhkcRVid6PyDmxRk,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJaXL1zTjAhkcR4yNDvo-jCUg,low_review_count,review_count,17,Review count is below 20; ratings are less reliable.
Google Places,ChIJaY41tePAhkcRGmEn0tc4NkA,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJaY41tePAhkcRGmEn0tc4NkA,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJaZ_9IQDHhkcRtLsEH5LyiUk,low_review_count,review_count,18,Review count is below 20; ratings are less reliable.
Google Places,ChIJaZnuWz7PhkcRbWSb90xwMtg,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJaZtCAgDBhkcRLeiaF82wYQI,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJaZxwNwK5hkcR1mwWfToTQgg,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJa_NFHgDHhkcR_lTQ8i1FKas,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJa_NFHgDHhkcR_lTQ8i1FKas,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJaaO4UDHBhkcRvgDUoxETRa4,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJac8jcwDDhkcRRzW6BqO3E1s,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJac8jcwDDhkcRRzW6BqO3E1s,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJacAdm83FhkcRqpZ7rdMYJis,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJackSJsnBhkcR51Pc18A2s4o,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJackSJsnBhkcR51Pc18A2s4o,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJacz7J5bDhkcRs0LUeF7HBxg,low_review_count,review_count,11,Review count is below 20; ratings are less reliable.
Google Places,ChIJadNcfwDBhkcRC5iQXJjXajE,low_review_count,review_count,7,Review count is below 20; ratings are less reliable.
Google Places,ChIJadf9IO_DhkcRF6DKR_F2aS0,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJadf9IO_DhkcRF6DKR_F2aS0,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJaeo55gnEhkcRxMr8wsA_rMo,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJaeo55gnEhkcRxMr8wsA_rMo,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJawBGGKXGhkcRc6Hr55i5x8g,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJawBGGKXGhkcRc6Hr55i5x8g,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJb-qGcPjDhkcRDaeKeLnRhCo,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJb-qGcPjDhkcRDaeKeLnRhCo,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJb0YXCuTBhkcRU4W4qW2fplk,low_review_count,review_count,15,Review count is below 20; ratings are less reliable.
Google Places,ChIJb0_8zffFhkcRhDqFwgY_RuE,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJb0l6h0fJhkcR_8N2-QvQjDU,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJb0l6h0fJhkcR_8N2-QvQjDU,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
